URI	label	Description	mixsid	valueType	units	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000574	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000510	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000363	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000667	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000464	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000732	measurement value	degree Celsius	
mixs:samp_subtype	sample subtype	"Name of sample sub-type. For example if ""sample type"" is ""Produced Water"" then subtype could be ""Oil Phase"" or ""Water Phase"". If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0000999	enumeration	NaN	
mixs:samp_subtype	sample subtype	"Name of sample sub-type. For example if ""sample type"" is ""Produced Water"" then subtype could be ""Oil Phase"" or ""Water Phase"". If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0001014	enumeration	NaN	
mixs:samp_time_out	sampling time outside	The recent and long term history of outside sampling	MIXS:0000196	time	hour	
mixs:samp_transport_cond	sample transport conditions	Sample transport duration (in days or hrs) and temperature the sample was exposed to (e.g. 5.5 days; 20 ?C)	MIXS:0000458	measurement value;measurement value	days;degree Celsius	
mixs:samp_transport_cond	sample transport conditions	Sample transport duration (in days or hrs) and temperature the sample was exposed to (e.g. 5.5 days; 20 ?C)	MIXS:0000410	measurement value;measurement value	days;degree Celsius	
mixs:samp_tvdss	sample true vertical depth subsea	Depth of the sample i.e. The vertical distance between the sea level and the sampled position in the subsurface. Depth can be reported as an interval for subsurface samples e.g. 1325.75-1362.25 m	MIXS:0000409	measurement value or measurement value range	meter	
mixs:samp_type	sample type	"Type of material (i.e. sample) collected. Includes types like core, rock trimmings, drill cuttings, piping section, coupon, pigging debris, solid deposit, produced fluid, produced water, injected water, swabs, etc. If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0000998	enumeration	NaN	
mixs:samp_type	sample type	"Type of material (i.e. sample) collected. Includes types like core, rock trimmings, drill cuttings, piping section, coupon, pigging debris, solid deposit, produced fluid, produced water, injected water, swabs, etc. If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0001013	enumeration	NaN	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000625	measurement value	"millliter, gram, milligram, square centimeter"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000625	measurement value	"millliter, gram, milligram"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000417	measurement value	"millliter, gram, milligram, square centimeter"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000417	measurement value	"millliter, gram, milligram"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000511	measurement value	"millliter, gram, milligram, square centimeter"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000511	measurement value	"millliter, gram, milligram"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000733	measurement value	"millliter, gram, milligram, square centimeter"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000733	measurement value	"millliter, gram, milligram"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000376	measurement value	"millliter, gram, milligram, square centimeter"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000376	measurement value	"millliter, gram, milligram"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000346	measurement value	"millliter, gram, milligram, square centimeter"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000346	measurement value	"millliter, gram, milligram"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000364	measurement value	"millliter, gram, milligram, square centimeter"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000364	measurement value	"millliter, gram, milligram"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000387	measurement value	"millliter, gram, milligram, square centimeter"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000387	measurement value	"millliter, gram, milligram"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000668	measurement value	"millliter, gram, milligram, square centimeter"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000668	measurement value	"millliter, gram, milligram"	
mixs:samp_vol_we_dna_ext	sample volume or weight for DNA extraction	"Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction"	MIXS:0000293	measurement value	"millliter, gram, milligram, square centimeter"	
